Department,Number,Name,Term,Section,Instructor,Type,Status,Capacity,Availability
DHE,121,COMPUTER DESIGN FOR APPAREL,W15,400,Staff,WWW,Cancelled,0,0
DHE,121,COMPUTER DESIGN FOR APPAREL,Sp15,001,"Egan, M.",Studio,Open,24,24
DHE,121,COMPUTER DESIGN FOR APPAREL,Sp15,400,Staff,WWW,Cancelled,0,0
DHE,160,DESIGN PERSPECTIVES,F14,001,"Scranton, B.",Lecture,Open,75,1
DHE,160,DESIGN PERSPECTIVES,F14,002,"Scranton, B.",Lecture,Closed,75,0
DHE,160,DESIGN PERSPECTIVES,W15,001,"Scranton, B.",Lecture,Open,80,80
DHE,161,DESIGN EXPLORATIONS,W15,001,"Scranton, B.",Lecture,Open,160,159
DHE,161,DESIGN EXPLORATIONS,W15,010,"Beyer, E.",Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,W15,011,"Beyer, E.",Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,W15,012,"Beyer, E.",Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,W15,013,"Platosh, P.",Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,W15,014,"Platosh, P.",Studio,Open,22,21
DHE,161,DESIGN EXPLORATIONS,W15,015,"Platosh, P.",Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,W15,016,"Vars, L.",Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,W15,017,Staff,Studio,Closed,0,0
DHE,161,DESIGN EXPLORATIONS,Sp15,001,Staff,Lecture,Open,100,100
DHE,161,DESIGN EXPLORATIONS,Sp15,010,Staff,Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,Sp15,011,Staff,Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,Sp15,012,Staff,Studio,Open,22,22
DHE,161,DESIGN EXPLORATIONS,Sp15,013,Staff,Studio,Open,22,22
DHE,170,INTRODUCTION TO THE TEXTILE AND APPAREL INDUSTRY,W15,001,"Cluver, B.",Lecture,Open,175,175
DHE,180,INTRODUCTION TO SINGLE FAMILY HOUSING,F14,001,"Beyer, E.",Lecture,Open,80,46
DHE,187,INTRODUCTION TO DESIGN COMMUNICATION,W15,001,"Lee, S.",Studio,Open,25,25
DHE,187,INTRODUCTION TO DESIGN COMMUNICATION,Sp15,001,"Lee, S.",Studio,Open,28,28
DHE,255,TEXTILES,F14,001,"Chen, H.",Lecture,Open,60,4
DHE,255,TEXTILES,F14,010,"Hobbs, J.",Laboratory,Closed,20,0
DHE,255,TEXTILES,F14,013,"Hobbs, J.",Laboratory,Open,20,1
DHE,255,TEXTILES,F14,015,"Vars, L.",Laboratory,Open,20,3
DHE,255,TEXTILES,W15,001,"Chen, H.",Lecture,Open,65,65
DHE,255,TEXTILES,W15,010,"Hobbs, J.",Laboratory,Open,20,20
DHE,255,TEXTILES,W15,011,"Hobbs, J.",Laboratory,Open,20,20
DHE,255,TEXTILES,W15,012,Staff,Laboratory,Closed,0,0
DHE,270,"APPEARANCE, POWER AND SOCIETY",F14,001,"Celentano, E.",Lecture,Closed,60,-10
DHE,270,"APPEARANCE, POWER AND SOCIETY",Sp15,001,"Celentano, E.",Lecture,Open,119,119
DHE,270,"APPEARANCE, POWER AND SOCIETY",Su15,001,"Burns, L.",Lecture,Open,30,30
DHE,271,INTRODUCTION TO RETAIL BUYING,F14,001,"Cluver, B.",Lecture,Open,60,24
DHE,271,INTRODUCTION TO RETAIL BUYING,F14,010,"Choi, J.",Laboratory,Open,20,8
DHE,271,INTRODUCTION TO RETAIL BUYING,F14,011,"Choi, J.",Laboratory,Closed,24,0
DHE,271,INTRODUCTION TO RETAIL BUYING,F14,012,"Choi, J.",Laboratory,Closed,0,0
DHE,271,INTRODUCTION TO RETAIL BUYING,Sp15,001,"Cluver, B.",Lecture,Open,30,30
DHE,271,INTRODUCTION TO RETAIL BUYING,Sp15,010,"Choi, J.",Laboratory,Open,30,30
DHE,271,INTRODUCTION TO RETAIL BUYING,Sp15,011,"Choi, J.",Laboratory,Open,30,30
DHE,271,INTRODUCTION TO RETAIL BUYING,Sp15,100,Staff,Lecture,Closed,0,0
DHE,277,FASHION TREND ANALYSIS,Su15,001,Staff,Lecture,Closed,0,0
DHE,283,BUILDING CONSTRUCTION AND MATERIALS,F14,001,"Tural, E.",Lecture,Open,42,18
DHE,287,STUDIO I: DESIGN COMMUNICATION,F14,001,"Tural, E.",Studio,Closed,20,-6
DHE,288,ENVIRONMENTAL BUILDING SYSTEMS,W15,001,"Tural, E.",Lecture,Open,56,56
DHE,288,ENVIRONMENTAL BUILDING SYSTEMS,W15,010,"Tural, E.",Laboratory,Open,25,25
DHE,288,ENVIRONMENTAL BUILDING SYSTEMS,W15,011,"Tural, E.",Laboratory,Open,25,25
DHE,288,ENVIRONMENTAL BUILDING SYSTEMS,Sp15,001,Staff,Lecture,Open,50,50
DHE,288,ENVIRONMENTAL BUILDING SYSTEMS,Sp15,010,Staff,Laboratory,Open,25,25
DHE,288,ENVIRONMENTAL BUILDING SYSTEMS,Sp15,011,Staff,Laboratory,Open,25,25
DHE,289,STUDIO II: RESIDENTIAL SPACE PLANNING,W15,001,"Read, M.",Studio,Open,25,25
DHE,299,SPECIAL TOPICS,F14,001,"Beyer, E.",Studio,Open,25,13
DHE,299,SPECIAL TOPICS,Su15,001,"Nishida, K.",Lecture,Open,30,30
DHE,300,FIELD EXPERIENCE ORIENTATION AND DEVELOPMENT,F14,001,"Burnett, S.",Hybrid,Open,66,5
DHE,300,FIELD EXPERIENCE ORIENTATION AND DEVELOPMENT,F14,002,"Burnett, S.",Seminar,Open,48,8
DHE,300,FIELD EXPERIENCE ORIENTATION AND DEVELOPMENT,F14,003,"Burnett, S.",Seminar,Open,48,19
DHE,300,FIELD EXPERIENCE ORIENTATION AND DEVELOPMENT,F14,004,"Burnett, S.",Seminar,Open,48,22
DHE,300,FIELD EXPERIENCE ORIENTATION AND DEVELOPMENT,F14,005,"Burnett, S.",Seminar,Open,65,21
DHE,310,FIELD EXPERIENCE,F14,001,"Burnett, S.",Experiential/Co-op Education,Open,75,63
DHE,310,FIELD EXPERIENCE,W15,001,"Burnett, S.",Experiential/Co-op Education,Open,75,75
DHE,310,FIELD EXPERIENCE,Sp15,001,Staff,Experiential/Co-op Education,Inactive-Not Offered,0,0
DHE,321,"TECHNICAL DRAWING, ILLUSTRATION AND FASHION DESIGN",F14,001,"Egan, M.",Lecture,Closed,25,0
DHE,326,SEWN PRODUCT DEVELOPMENT,F14,001,"Mullet, K.",Lecture,Open,65,47
DHE,326,SEWN PRODUCT DEVELOPMENT,F14,010,"Jin, H.",Laboratory,Open,20,14
DHE,326,SEWN PRODUCT DEVELOPMENT,F14,011,"Kane, L.",Laboratory,Open,20,8
DHE,326,SEWN PRODUCT DEVELOPMENT,F14,012,"Kane, L.",Laboratory,Closed,0,0
DHE,326,SEWN PRODUCT DEVELOPMENT,W15,001,"Mullet, K.",Lecture,Open,48,47
DHE,326,SEWN PRODUCT DEVELOPMENT,W15,010,"Celentano, E.",Laboratory,Closed,0,0
DHE,326,SEWN PRODUCT DEVELOPMENT,W15,011,"Celentano, E.",Laboratory,Open,24,24
DHE,326,SEWN PRODUCT DEVELOPMENT,W15,012,"Celentano, E.",Laboratory,Open,24,23
DHE,327,FLAT PATTERN DESIGN,Sp15,001,"Mullet, K.",Lecture,Open,23,23
DHE,328,COMPUTER-AIDED PATTERN DEVELOPMENT,W15,001,"Vong, A.",Studio,Open,30,30
DHE,352,TEXTILES FOR INTERIORS,W15,001,"Cluver, B.",Lecture,Open,56,56
DHE,360,COLLABORATIVE STUDIO,Sp15,001,Staff,Studio,Open,25,25
DHE,360,COLLABORATIVE STUDIO,Sp15,002,Staff,Studio,Open,25,25
DHE,366,CROSS CULTURAL ASPECTS OF THE NEAR ENVIRONMENT,F14,001,"Bryant, K.",Lecture,Open,60,24
DHE,366,CROSS CULTURAL ASPECTS OF THE NEAR ENVIRONMENT,W15,001,"Bryant, K.",Lecture,Open,49,49
DHE,366,CROSS CULTURAL ASPECTS OF THE NEAR ENVIRONMENT,Sp15,001,"Bryant, K.",Lecture,Open,55,55
DHE,366,CROSS CULTURAL ASPECTS OF THE NEAR ENVIRONMENT,Sp15,002,Staff,Lecture,Closed,0,0
DHE,366,CROSS CULTURAL ASPECTS OF THE NEAR ENVIRONMENT,Su15,001,"Reeves, G.",Lecture,Open,24,24
DHE,370,TEXTILE AND APPAREL MARKET ANALYSIS,F14,001,"Tung, T.",Lecture,Open,56,8
DHE,370,TEXTILE AND APPAREL MARKET ANALYSIS,W15,001,"Tung, T.",Lecture,Open,47,47
DHE,370,TEXTILE AND APPAREL MARKET ANALYSIS,Sp15,001,"Tung, T.",Lecture,Open,49,49
DHE,387,STUDIO III: ADVANCED DESIGN COMMUNICATION,W15,001,"Beyer, E.",Studio,Open,20,20
DHE,389,STUDIO IV: KITCHEN AND BATH DESIGN,Sp15,001,"Beyer, E.",Studio,Open,19,19
DHE,399,SPECIAL TOPICS,W15,001,"Egan, M.",Studio,Closed,0,0
DHE,401,RESEARCH AND SCHOLARSHIP,F14,001,"Pedersen, E.",Research,Open,10,10
DHE,401,RESEARCH AND SCHOLARSHIP,W15,001,"Pedersen, E.",Research,Open,10,10
DHE,401,RESEARCH AND SCHOLARSHIP,Sp15,001,Staff,Research,Open,10,10
DHE,401,RESEARCH AND SCHOLARSHIP,Su15,001,"Mullet, K.",Research,Open,10,10
DHE,401,RESEARCH AND SCHOLARSHIP,Su15,002,"Mullet, K.",Research,Open,10,10
DHE,403,THESIS,F14,001,"Burns, L.",Thesis,Open,5,5
DHE,403,THESIS,W15,001,"Reeves, G.",Thesis,Open,5,5
DHE,403,THESIS,Sp15,001,"Reeves, G.",Thesis,Open,10,10
DHE,403,THESIS,Su15,001,Staff,Thesis,Open,5,5
DHE,405,READING AND CONFERENCE,F14,001,Staff,Reading and Conference,Open,10,10
DHE,405,READING AND CONFERENCE,W15,001,"Read, M.",Reading and Conference,Open,10,10
DHE,405,READING AND CONFERENCE,Sp15,001,Staff,Reading and Conference,Open,10,10
DHE,405,READING AND CONFERENCE,Su15,001,"Gallagher, C.",Reading and Conference,Open,10,10
DHE,406,PROJECTS,F14,001,"Pedersen, E.",Project,Open,25,19
DHE,406,PROJECTS,W15,001,"Read, M.",Project,Open,25,25
DHE,406,PROJECTS,W15,002,Staff,Project,Open,5,5
DHE,406,PROJECTS,Sp15,001,"Gallagher, C.",Project,Open,25,25
DHE,406,PROJECTS,Su15,001,"Burnett, S.",Project,Open,20,20
DHE,408,WORKSHOP,W15,001,Staff,Workshop,Open,10,10
DHE,409,PRACTICUM,F14,001,"Burnett, S.",Practicum,Open,10,10
DHE,409,PRACTICUM,F14,002,"Burnett, S.",Practicum,Open,1,1
DHE,409,PRACTICUM,W15,001,"Burnett, S.",Practicum,Open,15,15
DHE,409,PRACTICUM,Sp15,001,"Burnett, S.",Practicum,Open,15,15
DHE,409,PRACTICUM,Su15,001,"Burnett, S.",Practicum,Open,10,10
DHE,410,FIELD EXPERIENCE,Su15,001,"Burnett, S.",Experiential/Co-op Education,Open,75,75
DHE,410,FIELD EXPERIENCE,Su15,002,"Burnett, S.",Experiential/Co-op Education,Open,75,75
DHE,410,FIELD EXPERIENCE,Su15,003,"Burnett, S.",Experiential/Co-op Education,Open,75,75
DHE,410,FIELD EXPERIENCE,Su15,004,"Burnett, S.",Experiential/Co-op Education,Open,40,40
DHE,415,RENEWABLE MATERIALS IN THE MODERN AGE,F14,001,"Robinson, S.",Lecture,Open,30,9
DHE,415,RENEWABLE MATERIALS IN THE MODERN AGE,F14,010,"Robinson, S.",Studio,Open,30,9
DHE,415,RENEWABLE MATERIALS IN THE MODERN AGE,F14,011,"Robinson, S.",Laboratory,Open,30,9
DHE,415H,RENEWABLE MATERIALS IN THE MODERN AGE,W15,001,"Robinson, S.",Lecture,Open,14,13
DHE,415H,RENEWABLE MATERIALS IN THE MODERN AGE,W15,010,"Robinson, S.",Laboratory,Open,14,13
DHE,415H,RENEWABLE MATERIALS IN THE MODERN AGE,W15,020,"Robinson, S.",Studio,Open,14,13
DHE,422,DHE FASHION SHOW AND DESIGN EXHIBITION,W15,001,"Egan, M.",Lecture,Open,15,15
DHE,422,DHE FASHION SHOW AND DESIGN EXHIBITION,Sp15,001,"Egan, M.",Lecture,Open,18,18
DHE,427,DRAPING,F14,001,"Sokolowski, S.",Lecture,Closed,23,-3
DHE,428,APPAREL PRODUCTION PROCESSES,W15,002,"Mullet, K.",Studio,Open,19,19
DHE,429,ADVANCED APPAREL DESIGN,Sp15,001,"Mullet, K.",Lecture,Open,41,41
DHE,429,ADVANCED APPAREL DESIGN,Sp15,010,"Mullet, K.",Studio,Closed,0,0
DHE,429,ADVANCED APPAREL DESIGN,Sp15,011,"Mullet, K.",Studio,Open,25,25
DHE,432,STUDIO V: ADVANCED HOUSING STUDIO,Sp15,100,Staff,Lecture,Closed,0,0
DHE,443,STUDIO VI: COMMERCIAL DESIGN,F14,001,"Lee, S.",Studio,Closed,13,-2
DHE,443,STUDIO VI: COMMERCIAL DESIGN,F14,002,"Lee, S.",Studio,Closed,13,-3
DHE,445,STUDIO VII: ADVANCED COMMERCIAL DESIGN,W15,001,"Read, M.",Studio,Open,13,9
DHE,445,STUDIO VII: ADVANCED COMMERCIAL DESIGN,W15,002,"Read, M.",Studio,Open,13,11
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,001,"Chen, H.",Lecture,Open,124,124
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,010,"Cluver, B.",Laboratory,Open,18,18
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,011,"Hobbs, J.",Laboratory,Open,18,18
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,012,"Hobbs, J.",Laboratory,Open,18,18
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,013,"Tung, T.",Laboratory,Closed,0,0
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,014,"Hobbs, J.",Laboratory,Open,18,18
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,015,"Tung, T.",Laboratory,Closed,0,0
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,016,"Tung, T.",Laboratory,Open,18,18
DHE,453,PRODUCT QUALITY ASSURANCE,Sp15,017,Staff,Laboratory,Open,14,14
DHE,461,HISTORY OF THE NEAR ENVIRONMENT I,F14,001,"Pedersen, E.",Lecture,Open,150,82
DHE,462,HISTORY OF THE NEAR ENVIRONMENT II,W15,001,"Pedersen, E.",Lecture,Open,150,144
DHE,463,HISTORY OF CONTEMPORARY FASHION,F14,400,"Mower, J.",Streaming Media,Open,30,9
DHE,463,HISTORY OF CONTEMPORARY FASHION,Sp15,001,"Pedersen, E.",Lecture,Open,90,80
DHE,463,HISTORY OF CONTEMPORARY FASHION,Sp15,400,"Mower, J.",Streaming Media,Open,35,35
DHE,464,CONTEMPORARY HISTORY OF INTERIORS AND HOUSING,Sp15,001,"Read, M.",Lecture,Open,50,37
DHE,470,RETAIL MERCHANDISING,W15,001,"Burns, L.",Lecture,Open,52,48
DHE,470,RETAIL MERCHANDISING,Sp15,001,"Burns, L.",Lecture,Open,70,70
DHE,472,MERCHANDISE PLANNING AND CONTROL,F14,001,"Cluver, B.",Lecture,Open,60,25
DHE,472,MERCHANDISE PLANNING AND CONTROL,F14,010,"Choi, J.",Recitation,Open,30,2
DHE,472,MERCHANDISE PLANNING AND CONTROL,F14,011,"Choi, J.",Recitation,Open,30,23
DHE,472,MERCHANDISE PLANNING AND CONTROL,Sp15,001,"Cluver, B.",Lecture,Open,60,60
DHE,472,MERCHANDISE PLANNING AND CONTROL,Sp15,010,"Choi, J.",Recitation,Open,30,30
DHE,472,MERCHANDISE PLANNING AND CONTROL,Sp15,011,"Choi, J.",Recitation,Open,30,30
DHE,475,GLOBAL PRODUCTION AND TRADE IN TEXTILES AND APPAREL,F14,001,"Burns, L.",Lecture,Open,72,3
DHE,475,GLOBAL PRODUCTION AND TRADE IN TEXTILES AND APPAREL,W15,001,"Burns, L.",Lecture,Open,46,45
DHE,481,PROFESSIONAL PRACTICE IN HOUSING AND INTERIOR DESIGN,F14,001,"Read, M.",Lecture,Open,37,6
DHE,499,SPECIAL TOPICS IN DESIGN AND HUMAN ENVIRONMENT,F14,001,"Burnett, S.",Lecture,Open,15,3
DHE,499,SPECIAL TOPICS IN DESIGN AND HUMAN ENVIRONMENT,W15,002,"Burnett, S.",Lecture,Open,15,15
DHE,499,SPECIAL TOPICS IN DESIGN AND HUMAN ENVIRONMENT,Su15,002,"Egan, M.",Lecture,Open,25,25
OCAN,188,OREGON STUDY CENTERS IN SPAIN,F14,900,"Primak, P.",Independent or Special Studies,Closed,0,0
OCAN,288,OREGON STUDY CENTERS IN SPAIN,F14,900,"Primak, P.",Independent or Special Studies,Closed,0,0
OCAN,288,OREGON STUDY CENTERS IN SPAIN,Sp15,001,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,001,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,002,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,003,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,004,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,005,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,006,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,007,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,008,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,009,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,010,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,011,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,012,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,013,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,900,"Primak, P.",Independent or Special Studies,Open,1,1
OCAN,388,OREGON STUDY CENTERS IN SPAIN,F14,910,Staff,Independent or Special Studies,Open,32,32
OCAN,388,OREGON STUDY CENTERS IN SPAIN,W15,900,Staff,Independent or Special Studies,Open,3,3
OCAN,388,OREGON STUDY CENTERS IN SPAIN,W15,901,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,W15,902,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,001,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,002,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,003,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,004,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,005,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,006,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,007,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,008,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,009,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,010,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,011,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,012,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Sp15,013,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Su15,900,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Su15,901,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Su15,902,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Su15,903,Staff,Independent or Special Studies,Closed,0,0
OCAN,388,OREGON STUDY CENTERS IN SPAIN,Su15,904,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,F14,001,"Primak, P.",Independent or Special Studies,Open,10,10
OCAN,488,OREGON STUDY CENTERS IN SPAIN,F14,002,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,F14,003,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,F14,005,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,F14,007,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,W15,900,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Sp15,001,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Sp15,002,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Sp15,003,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Sp15,004,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Sp15,005,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Sp15,006,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Su15,900,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Su15,901,Staff,Independent or Special Studies,Closed,0,0
OCAN,488,OREGON STUDY CENTERS IN SPAIN,Su15,902,Staff,Independent or Special Studies,Closed,0,0
OSHF,288,"OVERSEAS STUDIES: SHEFFIELD, ENGLAND",Sp15,001,Staff,Independent or Special Studies,Closed,0,0
OSHF,388,"OVERSEAS STUDIES: SHEFFIELD, ENGLAND",F14,910,Staff,Independent or Special Studies,Open,1,1
OSHF,388,"OVERSEAS STUDIES: SHEFFIELD, ENGLAND",W15,900,Staff,Independent or Special Studies,Open,1,1
OSHF,388,"OVERSEAS STUDIES: SHEFFIELD, ENGLAND",W15,901,Staff,Independent or Special Studies,Closed,0,0
OSHF,388,"OVERSEAS STUDIES: SHEFFIELD, ENGLAND",W15,910,Staff,Independent or Special Studies,Open,1,1
OMEN,388,"OVERSEAS STUDY BRNO, CZECH REPUBLIC",F14,900,Staff,Independent or Special Studies,Open,5,5
OMEN,388,"OVERSEAS STUDY BRNO, CZECH REPUBLIC",F14,901,Staff,Independent or Special Studies,Open,5,5
OVAL,388,OREGON STUDY CENTERS IN CHILE,F14,910,Staff,Independent or Special Studies,Closed,0,0
ECON,201,INTRODUCTION TO MICROECONOMICS,F14,001,"Hellman, M.",Lecture,Open,145,7
ECON,201,INTRODUCTION TO MICROECONOMICS,F14,002,"Hellman, M.",Lecture,Open,211,2
ECON,201,INTRODUCTION TO MICROECONOMICS,F14,003,"Chesbro, J.",Lecture,Open,165,13
ECON,201,INTRODUCTION TO MICROECONOMICS,F14,004,"Soltau Nelson, C.",Lecture,Open,225,1
ECON,201,INTRODUCTION TO MICROECONOMICS,F14,005,"Soltau Nelson, C.",Lecture,Open,168,17
ECON,201,INTRODUCTION TO MICROECONOMICS,F14,400,"Conway, B.",WWW,Open,45,8
ECON,201,INTRODUCTION TO MICROECONOMICS,F14,401,"Chesbro, J.",WWW,Open,45,27
ECON,201,INTRODUCTION TO MICROECONOMICS,W15,001,"Chesbro, J.",Lecture,Open,164,163
ECON,201,INTRODUCTION TO MICROECONOMICS,W15,002,"Soltau Nelson, C.",Lecture,Open,210,207
ECON,201,INTRODUCTION TO MICROECONOMICS,W15,003,"Nelson, M.",Lecture,Open,217,215
ECON,201,INTRODUCTION TO MICROECONOMICS,W15,004,"Hellman, M.",Lecture,Open,150,150
ECON,201,INTRODUCTION TO MICROECONOMICS,W15,005,"Nelson, M.",Lecture,Open,83,81
ECON,201,INTRODUCTION TO MICROECONOMICS,W15,400,"Conway, B.",WWW,Open,45,44
ECON,201,INTRODUCTION TO MICROECONOMICS,W15,401,"Chesbro, J.",WWW,Open,45,44
ECON,201,INTRODUCTION TO MICROECONOMICS,Sp15,001,"Nelson, M.",Lecture,Open,256,256
ECON,201,INTRODUCTION TO MICROECONOMICS,Sp15,002,"Chesbro, J.",Lecture,Open,217,217
ECON,201,INTRODUCTION TO MICROECONOMICS,Sp15,005,"Soltau Nelson, C.",Lecture,Open,256,256
ECON,201,INTRODUCTION TO MICROECONOMICS,Sp15,006,"Nelson, M.",Lecture,Open,217,217
ECON,201,INTRODUCTION TO MICROECONOMICS,Sp15,400,"Conway, B.",WWW,Open,45,45
ECON,201,INTRODUCTION TO MICROECONOMICS,Sp15,401,"Chesbro, J.",WWW,Open,45,45
ECON,201,INTRODUCTION TO MICROECONOMICS,Su15,001,"Soltau Nelson, C.",Lecture,Open,65,65
ECON,201,INTRODUCTION TO MICROECONOMICS,Su15,002,"Hellman, M.",Lecture,Open,60,60
ECON,201,INTRODUCTION TO MICROECONOMICS,Su15,003,Staff,Lecture,Closed,0,0
ECON,201,INTRODUCTION TO MICROECONOMICS,Su15,400,"Conway, B.",WWW,Open,45,45
ECON,201,INTRODUCTION TO MICROECONOMICS,Su15,401,"Chesbro, J.",WWW,Open,45,45
ECON,202,INTRODUCTION TO MACROECONOMICS,F14,002,"Nelson, M.",Lecture,Waitlisted,225,0
ECON,202,INTRODUCTION TO MACROECONOMICS,F14,003,"Nelson, M.",Lecture,Open,225,43
ECON,202,INTRODUCTION TO MACROECONOMICS,F14,400,"Conway, B.",WWW,Open,45,2
ECON,202,INTRODUCTION TO MACROECONOMICS,W15,001,"Hellman, M.",Lecture,Open,226,225
ECON,202,INTRODUCTION TO MACROECONOMICS,W15,002,"Hellman, M.",Lecture,Open,125,124
ECON,202,INTRODUCTION TO MACROECONOMICS,W15,003,"Nelson, M.",Lecture,Open,160,160
ECON,202,INTRODUCTION TO MACROECONOMICS,W15,400,"Conway, B.",WWW,Open,45,45
ECON,202,INTRODUCTION TO MACROECONOMICS,Sp15,001,"Nelson, M.",Lecture,Open,217,217
ECON,202,INTRODUCTION TO MACROECONOMICS,Sp15,004,"Hellman, M.",Lecture,Open,151,151
ECON,202,INTRODUCTION TO MACROECONOMICS,Sp15,005,"Hellman, M.",Lecture,Open,217,217
ECON,202,INTRODUCTION TO MACROECONOMICS,Sp15,400,"Conway, B.",WWW,Open,45,45
ECON,202,INTRODUCTION TO MACROECONOMICS,Su15,001,"Nelson, M.",Lecture,Open,55,55
ECON,202,INTRODUCTION TO MACROECONOMICS,Su15,002,"Hellman, M.",Lecture,Open,44,44
ECON,202,INTRODUCTION TO MACROECONOMICS,Su15,003,Staff,Lecture,Closed,0,0
